id,form,type,translation_lexeme,analysis,translation,mw_lexeme
145.1,aBaya,word,fearless,MW.aBaya.11125 Voc.M.S,"O Roarer[√रु अच्], O fearless one[ŚBr][two names of Shiva]","अ-भय mfn. fearless, undaunted, ŚBr. xiv"
149.1,mama,word,My[MW:asmad Gen.Sg.],PRON.asmad Gen.M.S,my[RV],
150.1,parRa,word,foliage,MW.parRa.119473 Voc.M.S,O green foliage[RV; SR:harikeśa],"a leaf , RV. &c. &c. . , but in N. of plants f."
153.1,kara,word,creator,MW.kara.44037.1 Voc.M.S,O creator[AV],
157.1,hAna,word,destroyer,MW.hAna.262517 Voc.M.S,O destroyer[Bhartṛ; √हा क्त; agentive AA 3.3.174],"want, lack, Kap.?"
158.1,fdDa,stem,prosperous-given,MW.fdDa.38931,The sign[RV] of ṛddha-datta(Name: prosperous-given)[√ऋध् क्त],"fdDa mfn. increased, thriving, prosperous, abundant, wealthy, Kum."
158.1,datta,stem,Name,MW.datta.89797,The sign[RV] of ṛddha-datta(Name: prosperous-given)[√ऋध् क्त],"N. of an ascetic, TāṇḍyaBr. xxv, 15, 3 , MBh. xii, 10875"
158.1,nAman,word,Name,MW.nAman.105826 Voc.M.S,The sign[RV] of ṛddha-datta(Name: prosperous-given)[√ऋध् क्त],"name, appellation, RV. &c. &c."
159.1,da,word,generous,MW.da.89220 Voc.M.S,O generous one[MS],"द m. n. a gift, L."
162.2,maja,word,Roarer,DHATU.maj. KRT.ac Voc.M.S,O Roarer[√मज् अच्],
170.1,cAnam,word,Destroyer,DHATU.can. KRT.ac Acc.M.S,The Destroyer[√चन् अच्],
176.1,jAm,word,"जा f. a race, tribe, AV. v, 11, 10",MW.jA.76162 Acc.M.S,The destroyer[√जै अच्],"जा f. a race, tribe, AV. v, 11, 10"
179.1,A,word,breathes,MW.an.4782 Nom.M.S,The who breathes[√अन् nms],"to breathe, respire, gasp"
182.1,yaH,word,wind,MW.ya.168984 Nom.M.S,Prajāpati (कः)[यः आत्मदा RV 10.121],wind
191.1,i,word,interj,MW.I.29693 Voc.M.S,(interj)[Pāṇ],3. ई ind. an interjection of pain or anger
193.1,vana,stem,Roaring,MW.vana.185718,O Roaring[वन् अच्] Prāna[√अन् शतृ; T],"plenty, abundance, R."
193.1,anan,word,na,DHATU.ana~. KRT.Satf Nom.M.S,O Roaring[वन् अच्] Prāna[√अन् शतृ; T],
194.1,Una,word,Small,MW.Una Voc.M.S,O Small one[AV =kṣulla=Rudra]; O one who breathes[RV 10.129.2],
194.1,anan,word,breathes,DHATU.ana~. KRT.Satf Voc.M.S,O Small one[AV =kṣulla=Rudra]; O one who breathes[RV 10.129.2],
195.1,dAna,word,giving in marriage,MW.dAna.91242 Voc.M.S,O bountiful one[RV 7.27.4]; O one who breathes[RV 10.129.2],giving in marriage
195.1,anan,word,breathes,DHATU.ana~. KRT.Satf Voc.M.S,O bountiful one[RV 7.27.4]; O one who breathes[RV 10.129.2],
196.1,aha,word,Vasu,MW.aha.21632 Voc.M.S,O Aha(A Vasu deity)[Mbh],"2. अह n.  = अहर्, q.v., a day"
198.1,kam,word,The,MW.kam.43756.1 Nom.M.S,The excellent[TS] honored[MBh] one,
198.1,mAna,word,The,MW.mAna.161764 Voc.M.S,The excellent[TS] honored[MBh] one,"मान See p. 809, col. 3."
198.2,caRa,word,Injurer,MW.caRa.70884 Voc.M.S,O Injurer[√चण् अच्],"चण mfn. ifc.  renowned or famous for, HPariś. viii, 195"
199.1,kaMsam,word,cup,MW.kaMsa.41370 Acc.M.S,Honor[मन् लोट्] the (Soma) cup,"कंस अस्, अम्, m. n. , a vessel made of metal, drinking vessel, cup, goblet, AV. x, 10, 5"
199.1,mana,word,"N. of a son of Śambara, Hariv. .",MW.mana.156713 Voc.M.S,Honor[मन् लोट्] the (Soma) cup,"N. of a son of Śambara, Hariv. ."
201.1,ka,word,Prajāpati,MW.ka.41336.05 Voc.M.S,O Prajāpati[RV; VS; TS],
202.1,Sam,word,"to toil at, fatigue or exert one's self , RV",MW.Sam Nom.M.S,Bless us[RV],
202.1,naH,word,us,INDC.nas.104827,Bless us[RV],
205.1,sajjana,word,good,MW.sajjana.229682 Voc.M.S,O good one[Mn; SR: śiva],"सज्—जन m. a good or virtuous or wise man, Mn. &c. &c."
212.1,jana,word,Generator,MW.jana.76736 Voc.M.S,O Generator[RV],"जन mfn. ‘generating’, see पुरं-"
217.1,mamAna,word,worship,DHATU.mAn. TIN.liw.1.S,May I worship[√मान् लिट् 1s],
218.2,rajaH,word,gratifier,MW.rajas.173966  Voc.M.S,O gratifier[√रज् अच्],"the impurity i.e. the menstrual discharge of a woman, GṛS."
220.1,sam,stem,thoroughly,MW.sam.232987,thoroughly,"2. sa/m ind.  with, together with, along with, together, altogether , RV. &c."
220.1,payI,word,fullness,DHATU.paya~. KRT.ac TAD.ini Nom.M.S,The one who possesses fullness[RV; √पय् अच् इनि; SR: vārivaskṛta],
221.1,tman,word,soul,MW.tman.87332 Voc.M.S,O ātman (Supreme self)[RV],"त्मन् m.  the vital breath, RV. i, 63, 8 , ĀśvŚr. vi, 9, 1"
222.1,tama,stem,darkness,MW.tama.82871,Destroyer[MBh] of darkness[AV],"तम n.  darkness, L."
222.1,hara,word,Destroyer,MW.hara.260678 Voc.M.S,Destroyer[MBh] of darkness[AV],"हर m. ‘Seizer’, ‘Destroyer’, N. of Śiva, ĀśvGṛ."
222.2,A,stem,mighty,MW.A.22012,O mighty[RV] Bearer[धृ शतृ],"3. A m. N. of Śiva, L."
222.2,saha,stem,mighty,MW.saha.239969,O mighty[RV] Bearer[धृ शतृ],"1. सह mfn. powerful, mighty, RV."
222.2,Daran,word,Bearer,DHATU.Df. KRT.Satf Voc.M.S,O mighty[RV] Bearer[धृ शतृ],
225.1,mama,word,My[MW:asmad Gen.Sg.],PRON.asmad Gen.M.S,O My[RV] Killer (breath[Nir] destroyer[RV]),
225.1,anana,stem,breath,MW.anana.4785,O My[RV] Killer (breath[Nir] destroyer[RV]),"anana n. breathing, living, Nir."
225.1,han,word,Killer,MW.han.260418 Voc.M.S,O My[RV] Killer (breath[Nir] destroyer[RV]),"2. हन् mfn. killing, a killer, slayer"
228.1,he,word,Pr,MW.heman.263142 Voc.F.D,O Prāṇa[T],"he/man &c. See 2. he/man p. 1304, col. 1."
228.1,Ana,word,"आन m. , face",MW.Ana.24313 Voc.M.S,O Prāṇa[T],"आन m. , face"
232.1,para,word,Supreme,MW.para.116012 Voc.M.S,O Supreme one[RV],"better or worse than, superior or inferior to, best or worst, highest, supreme, chief , RV. &c. &c."
233.1,nAna,word,"nAna m. N. of a man , Cat.",MW.nAna.105506 Voc.M.S,"Protect (me) always[√नय् यङ्लुगन्ते लोट् 2s], O Wanderer[√चर् अच्]","nAna m. N. of a man , Cat."
233.1,cara,word,Wanderer,MW.cara.72176 Voc.M.S,"Protect (me) always[√नय् यङ्लुगन्ते लोट् 2s], O Wanderer[√चर् अच्]","movable, shaking, unsteady, W."
234.1,raRva,word,delightful,MW.raRva.174191 Voc.M.S,O delightful one[RV; SR: mayaskṛdhi][L>R],"1. रण्व mfn. pleasant, delightful, agreeable, lovely, RV."
234.2,mAyI,word,illusion,MW.mAyin.163174 Nom.M.S,The illusion maker[=Name of Rudra in śvetUp 4.10],"to illusion, BhP"
235.1,ara,word,throw,DHATU.f. KRT.ac Voc.M.S,O thrower (of thunderbolt)[AV 10.9.1 √ऋ अच्],"अर mfn. , swift, speedy, L."
236.1,asama,word,unequalled,MW.asama.20660 Voc.M.S,O unequalled one[RV],"अ-सम mfn. uneven, unequal , Mn. x, 73"
237.1,jamanEH,word,consuming,DHATU.jam KRT.lyuw Ins.N.P,By victories[instr. jamana=jemana Bhp],
244.1,I,word,Oh,INDC.I.29693,Oh[ई = part. consideration] fearless one[ŚBr; also śiva],
244.1,aBaya,word,fearless,MW.aBaya.11125 Voc.M.S,Oh[ई = part. consideration] fearless one[ŚBr; also śiva],"अ-भय mfn. fearless, undaunted, ŚBr. xiv"
246.1,rava,stem,Roaring,DHATU.ru. KRT.ac Voc.M.S,O Roaring[√रु अच्] protector[√पा शतृ],
246.1,pAn,word,protector,DHATU.pA. KRT.Satf Voc.M.S,O Roaring[√रु अच्] protector[√पा शतृ],
249.1,saDI,word,"saDi m.  fire, L.",MW.saDi.231006 Acc.M.D,"with Dhī[Dhī is wife of Rudra-Manyu, BhP]","saDi m.  fire, L."
250.2,Anava,word,"to men, RV",MW.Anava.24487 Voc.M.S,O benevolent one[RV],"to men, RV"
255.2,AkI,word,wanderer,DHATU.ak. KRT.GaY TAD.ini Nom.M.S,The wanderer[√अक् घञ् इनि],
257.1,damanasya,word,of,MW.damana.90271 Gen.M.S,of the subduer[MBh],"दमन mfn. ifc. taming, subduing, overpowering, MBh. viii"
258.1,SamanI,word,soothing,MW.Samana.212955 TAD.ini Nom.M.S,The soothing one[MBh],"शमन mfn. calming, tranquillizing, soothing, allaying, extinguishing, destroying, KātyŚr."
259.1,rava,stem,Roaring,DHATU.ru. KRT.ac Voc.M.S,The Roaring[√रु अच्] peaceful[ŚBr] tranquil[KātyŚr इनि] one,
259.1,asamad,stem,"अ-समद् त्, f. non-conflict, concord, ŚBr.",MW.asamad.20691,The Roaring[√रु अच्] peaceful[ŚBr] tranquil[KātyŚr इनि] one,"अ-समद् त्, f. non-conflict, concord, ŚBr."
259.1,SamanI,word,peaceful,MW.Samana.212958 TAD.ini Nom.M.S,The Roaring[√रु अच्] peaceful[ŚBr] tranquil[KātyŚr इनि] one,"a kind of pea, L."
260.2,hAnI,word,of,MW.hAni.262519 Acc.M.D,possessor of destruction[Śaṃk][हान इनि],"hAni f.  abandonment, relinquishment, Kuval."
261.1,mame,word,cl,DHATU.mA TIN.liw.1.S,He roared (middle voice)[√मा लिट् 1s],
264.1,satyI,word,truth,MW.satya TAD.ini Nom.M.S,Possessor of truth[RV][सत्य इनि],
266.1,narARi,word,leading,DHATU.nF. KRT.ac Nom.N.P,The ones leading(bows and arrows=Rudras)[√नॄ अच्][SR: iṣumadbhyaḥ],
270.1,BaRaH,word,Roarer,DHATU.BaR. KRT.ac Nom.M.S,The Roarer[√भण् अच्],
273.1,BARI,word,Roarer,DHATU.BaR. KRT.GaY TAD.ini Nom.M.S,The Roarer[√भण् घञ् इनि],
274.1,mAya,word,Measuring ,DHATU.mI. KRT.Ric.ac Voc.M.S,O one who makes us die[√मी णिचि अच्],
280.1,ravamARa,word,roaring,DHATU.ru. KRT.SAnac Voc.M.S,O roaring one[√रु शानच्],
281.1,E,word,Interjection,INDC.E.40292.1,"Indeed[Ma,(an interjection)[MaitrS][ekakshara name of Shiva]",
282.2,manaH,word,mind,MW.mana.156712 Nom.M.S,"The mind[RV; triad of prāṇa, manas, vāk]","1. मन m. Indian spikenard, Nardostachys Jatamansi, L."
284.1,rava,stem,Roarer,DHATU.ru. KRT.ac Voc.M.S,O Roarers[√रु अच्] breath[T][=Prāṇa/Brahman],
284.1,Ana,word,breath,MW.Ana.24316 Voc.M.S,O Roarers[√रु अच्] breath[T][=Prāṇa/Brahman],"exhaling the breath through the nose, T."
288.1,rasan,word,roarer,DHATU.ras. KRT.Satf Nom.M.S,O roarer[√रस् शतृ],
290.1,aYja,word,annointer,DHATU.aji~. KRT.ac Voc.M.S,O annointer[=भिषक् √अञ्ज् + अच्],
291.1,sattama,stem,"sa/t—tama , mfn. very good or right, the best, first, chief of , Br.",MW.sattama.229576,The excellent[RV] oblation[Hariv] of the best[ChUp] Soma[RV],"sa/t—tama , mfn. very good or right, the best, first, chief of , Br."
291.1,mada,stem,Soma,MW.mada.155337,The excellent[RV] oblation[Hariv] of the best[ChUp] Soma[RV],"any exhilarating or intoxicating drink, spirituous liquor, wine, Soma, RV. &c. &c.,"
291.1,mAKa,stem,oblation,MW.mAKa.161941,The excellent[RV] oblation[Hariv] of the best[ChUp] Soma[RV],"माख  n.  any relationship based upon an oblation offered in common, Hariv. ."
291.1,varam,word,best,MW.varam.186779.16 Nom.M.S,The excellent[RV] oblation[Hariv] of the best[ChUp] Soma[RV],
292.1,jawAm,word,hair,MW.jawA.76521 Acc.M.S,hair braids(worn by Shiva)[MBh],"jawA f. the hair twisted together , PārGṛ. ii, 6"
293.1,harivat,stem,"ha/ri—vat , mfn. possessing Hari, MW.",MW.harivat.261182.1,Indra's[harivat = Name of Indra; RV] sign[=nāman RV] [sandhi त् + न = न्न ],"ha/ri—vat , mfn. possessing Hari, MW."
293.1,nAma,word,By name i.e. named,INDC.nAma.105725,Indra's[harivat = Name of Indra; RV] sign[=nāman RV] [sandhi त् + न = न्न ],
294.1,maha,stem,great,MW.maha.159155,The great[RV] accomplisher[RV],"1. maha/ mfn. great, mighty, strong, abundant, RV."
294.1,dasram,word,accomplisher,MW.dasra.91140 Acc.M.S,The great[RV] accomplisher[RV],
295.1,id,word,indeed,INDC.id.28800.1,Indeed[Ved] O bearer[Mbh],
295.1,Dara,word,bearer,MW.Dara.99748 Voc.M.S,Indeed[Ved] O bearer[Mbh],"धर mfn.  bearing, supporting , MBh."
297.1,mammana,word,ever meditating,DHATU.man. KRT.yaN.ac Voc.M.S,O ever meditating one[√मन् यङि अच्](Rudra),
300.1,rARa,stem,roaring,MW.rARa.177022,The roaring[√रण् घञ्] destroyer[Bhartṛ],"राण m. n.  murmuring, L."
300.1,hAna,word,destroyer,MW.hAna.262517 Voc.M.S,The roaring[√रण् घञ्] destroyer[Bhartṛ],"want, lack, Kap."
300.2,imam,word,this[MW:idam],PRON.idam.28801.2 Acc.M.S,This destroyer[BhP],
300.2,mfjam,word,"mfja mfn.  wiping off, removing, destroying , BhP.",MW.mfja.167123 Acc.M.S,This destroyer[BhP],"mfja mfn.  wiping off, removing, destroying , BhP."
303.1,rava,stem,man,MW.rava.175305,O Rudra-born man,"रव m.  a roar, yell, cry, howl , RV. &c. &c."
303.1,ja,stem,man,MW.ja.76168,O Rudra-born man,"ज m. speed, L."
303.1,marya,word,man,MW.marya.158586 Voc.M.S,O Rudra-born man,"मर्य m.  a mortal, man,  young man, lover, suitor, RV."
305.1,iH,word,wanderer,MW.i.28537.1 Nom.M.S,O wanderer[√इ],
309.1,caran,word,wanderer,DHATU.car. KRT.Satf Nom.M.S,O wanderer[√चर् शतृ],
310.1,ju,word,one,MW.jU.80070 Nom.N.S,The swift one[RV],"2. जू mfn.  quick, speedy,  courser, RV. i, 134, 1 and 140, 4"
310.1,aTa,word,swift,INDC.aTa.3531,The swift one[RV],
311.1,tma,stem,The,MW.tman.87332.1,The one with self[RV] protection[MBh][SR: bilmin kavacin],
311.1,trARI,word,protection,MW.trARa.87529 TAD.ini Nom.M.S,The one with self[RV] protection[MBh][SR: bilmin kavacin],"protection for the body, armour, helmet &c., iii, 12092"
311.2,caman,word,eater,DHATU.cam. KRT.Satf Voc.M.S,O eater[चम् शतृ; AV 19.55.5: annāda],
313.1,maham,word,Great,MW.maha.159155 Acc.M.S,The Great one[RV],"1. maha/ mfn. great, mighty, strong, abundant, RV."
315.1,vapra,word,a,MW.vapra.186375 Voc.M.S,O one who is a river bank[MBh; SR:kūlya],"वप्र m. n. a rampart, earthwork, mound, hillock, mud wall, earth or bank raised as a wall or buttress or as the foundation of a building, MBh."
316.1,mAna,word,advisor,MW.mAna.161764 Voc.M.S,O one who advises[√मन् णिचि अच्; SR: mantriṇe],"मान See p. 809, col. 3."
317.1,hanmanI,word,striker,MW.hanman.260462 TAD.ini Nom.M.S,In the destroyer[RV],"हन्मन् m. or n. a stroke, blow, thrust, RV."
319.1,A,stem,From,MW.A.22014,From[RV] the terrible[RV] one,"A f. N. of Lakṣmī, L."
319.1,BImI,word,terrible,MW.BIma.150996 TAD.ini Nom.M.S,From[RV] the terrible[RV] one,"BIma/ mfn. fearful, terrific, terrible, awful, formidable, tremendous, RV. &c. &c."
321.1,gaRAnAm,word,Of,MW.gaRa Gen.M.P,"Of the Gaṇās[RV 2.23.1], Brahmanaspati/Ganapati prayer",
322.1,haWa,stem,Roar,MW.haWa.260242,O one with the violent Roar[√मञ्ज् ल्युट्],"हठ m. violence, force , R."
322.1,maYjana,word,roar,DHATU.maYja~. KRT.lyuw Voc.M.S,O one with the violent Roar[√मञ्ज् ल्युट्],
337.1,jaH,word,Wanderer,MW.ja.76167 Nom.M.S,O Wanderer[√जृ vms],"eaten, W."
341.1,vaH,word,your[yuṣmad gp],PRON.yuzmad. Gen.P,O concealer[√वृ vms],
355.1,hA,word,Killer,DHATU.han. KRT.kvip Nom.M.S,The Killer[nms. √हन्],
364.1,jajja,word,"जज्ज mfn.  laughing, Uṇ. iv, 77, Sch.",MW.jajja.76504 Voc.M.S,O Swift one[DaivBr],
365.1,anan,word,breathes,DHATU.ana~. KRT.Satf Nom.M.S,One who breathes[√अन् शतृ RV 10.129.2],
370.1,ADava,word,आ-धव &c. See under आ-√ धु.,MW.ADava.24097 Voc.M.S,"O Stirrer[RV], O universal[RV] spirit[VS]",आ-धव &c. See under आ-√ धु.
370.1,sammanaH,word,"सम्-मनस् mfn.  unanimous, of one mind, RV.",MW.sammanas.237118 Voc.M.S,"O Stirrer[RV], O universal[RV] spirit[VS]",
370.2,imam,word,[MW:idam],PRON.idam.28801.2 Acc.M.S,This (Soma) cup,
370.2,aMSam,word,portion,MW.aMSa.10 Acc.M.S,This (Soma) cup,"अंश m. , a share, portion, part, party"
371.2,tAna,word,destroyer,MW.tAna.83833 Voc.M.S,O destroyer[√तन् अच्],
372.1,ajA,word,nature,MW.ajA.1944 Nom.F.S,Unborn nature/Prākṛti[ŚvetUp],"N. of a plant whose bulbs resemble the udder of a goat, Suśr."
373.2,ojaH,word,energy,MW.ojas.40625 Voc.M.S,O vital energy[RV; =Prāṇa=Rudra],"ओजस् n. , bodily strength, vigour, energy, ability, power, RV."
374.2,ASma,stem,thunderbolt,MW.ASma.27603,O one who destroys[√जॄ अच्] with the thunderbolt[RV],"आश्म mfn. , stony, made of stone."
374.2,jara,word,destroy,MW.jara.77595 Voc.M.S,O one who destroys[√जॄ अच्] with the thunderbolt[RV],"जर mfn. , ‘becoming old’, see अ-जर, अहर्-जरम्"
375.2,ud,stem,out of,INDC.ud.32058.2,out of the consumed[√जम् क्त][SR: anneśu vividhyanti],
375.2,jAnta,word,consumed,DHATU.jam KRT.kta Voc.M.S,out of the consumed[√जम् क्त][SR: anneśu vividhyanti],
378.1,asama,stem,Unequalled,MW.asama.20660,Unequalled[RV] Excellence[MBh],"अ-सम mfn. uneven, unequal , Mn. x, 73"
378.1,varam,word,"वरम् , ind.  preferably, rather, better , RV. &c. &c.",MW.varam.186779.16 Nom.M.S,Unequalled[RV] Excellence[MBh],
382.2,tatAni,word,bent,MW.tata.82234 Acc.N.P,The bent (bows)[MBh],"bent , MBh. i, 49, 25"
386.2,sananI,word,"सनन n. gaining, acquiring, RV.",MW.sanana.231032 TAD.ini Nom.M.S,One with gains[सनन इनि; =īśāna],
394.2,vaNkaH,word,Wanderer,MW.vaNka.184485 Nom.M.S,O Wanderer[√वङ्क् घञ् - √चर् अच्],"crookedness, W."
394.2,caraH,word,Wanderer,MW.cara.72176 Nom.M.S,O Wanderer[√वङ्क् घञ् - √चर् अच्],"movable, shaking, unsteady, W."
396.1,aYca,word,away,DHATU.anci~. KRT.ac Voc.M.S,"O one who turns away[RV 2.15.6,3.1.2,10.28.4,10.157.5]",
396.2,asrI,word,tears,MW.asra.21532 TAD.ini Nom.M.S,The tears giver(Shiva)[अस्र इनि],"अस्र , n. a tear, Mn."
397.2,maha,stem,great,MW.maha.159155,The one deserving of a great[RV] share[Yajñ],"1. maha/ mfn. great, mighty, strong, abundant, RV."
397.2,aMSI,word,share,MW.aMSa.10 TAD.ini Nom.M.S,The one deserving of a great[RV] share[Yajñ],"अंश m. , a share, portion, part, party"
401.1,rava,stem,Roaring,DHATU.ru. KRT.ac Voc.M.S,O Roaring[√रु अच्] wanderer[MBh],
401.1,cara,word,wanderer,MW.cara.72176 Voc.M.S,O Roaring[√रु अच्] wanderer[MBh],"movable, shaking, unsteady, W."
402.2,ravata,stem,roaring,MW.ravata.175329,O roaring[ĀpŚr] mighty[RV] annointer[अञ्ज् शतृ],"रवत m. = रव, roaring, yelling &c., ĀpŚr."
402.2,ama,stem,mighty,MW.ama.13749,O roaring[ĀpŚr] mighty[RV] annointer[अञ्ज् शतृ],"1. अम m. impetuosity, violence, strength, power, RV."
402.2,aYjan,word,anointer,DHATU.anjU~. KRT.Satf Voc.M.S,O roaring[ĀpŚr] mighty[RV] annointer[अञ्ज् शतृ],
403.1,A,stem,totally,MW.A.22015.50,O one who burns totally[√दह् शतृ],"moreover, further, and  In classical Sanskṛt it may denote the limit ‘to’, ‘until’, ‘as far as’, ‘from’, either not including the object named or including it  e.g. A-maraRam or A-maraRAt, ‘till death’, Pañcat."
403.1,dahan,word,burning,DHATU.dah. KRT.Satf Voc.M.S,O one who burns totally[√दह् शतृ],
405.1,raRaka,word,Roarer,MW.raRaka.174183 Voc.M.S,O Roarer[√रण् वुन्],"रणक m. N. of a king, BhP."
405.2,uzA,stem,dawn,MW.uzA.37730,O stirrer[√मथ् शतृ] of dawn[RV][SR: aruṇa],"उषा f. morning light, dawn, morning, RV."
405.2,maTan,word,Stirrer,DHATU.maT. KRT.Satf Nom.M.S,O stirrer[√मथ् शतृ] of dawn[RV][SR: aruṇa],
406.2,mAnI,word,The,MW.mAna.162719 TAD.ini Nom.M.S,The honored one[MBh],"1. मान m.  opinion, notion, conception, idea, Tattvas."
409.1,aMSa,word,a,MW.aMSa.10 Voc.M.S,O aṃśa [An Aditya deity RV 2.27.1],"अंश m. , a share, portion, part, party"
409.2,rava,stem,Roarer,MW.rava.175305,The supreme[RV] Roarer[√रु अच्],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
